storeid,productid,numInStock
4,873640709962,100
4,805966823208,112
4,527453991710,53
4,152614854189,91
4,636021875565,65
4,246144606961,107
4,702421087613,96
4,420756960291,93
4,264132323061,150
4,435122760857,72
4,117431954043,86
4,536851950801,125
4,916984241291,75
4,558886167633,115
4,547244118460,120
4,945312847530,150
4,314482481265,132
4,698718941817,92
4,294993047536,86
4,630929030795,102
4,979700065093,81
4,418604295928,139
4,364745567029,136
4,706236730898,51
4,590034051433,108
4,716818652888,59
4,722946564026,96
4,300475101700,102
4,902956788286,114
4,518329844939,123
4,334074319971,106
4,425456990082,65
4,516286957430,104
4,549746556299,145
4,923237099384,72
4,578147508823,149
4,483738463713,137
4,336491915536,53
4,740581174440,79
4,250617599940,92
4,696368469198,83
4,316871031375,133
4,450659382698,140
4,227635917829,76
4,528771298719,138
4,272121204465,94
5,534109743798,68
5,316871031375,74
5,420756960291,57
5,286243122717,114
5,132954606361,105
5,576518370019,92
5,482340522139,91
5,923237099384,79
5,383476286895,133
5,364745567029,57
5,775611741635,60
5,863129185304,120
5,630929030795,59
5,740581174440,146
5,952550789390,61
5,194144382996,84
5,805966823208,114
5,490997846898,50
5,398900612810,133
5,297083512852,135
5,265444172694,109
5,250617599940,58
5,457459442332,71
5,414652410482,73
5,741544174664,149
5,557899454410,70
5,925173129386,138
5,518329844939,101
5,516495915668,129
5,750886611187,115
5,227635917829,96
5,702830548447,70
5,444797600349,87
5,389169531271,92
5,722946564026,82
5,941976384328,73
5,833663232208,88
5,649921994715,145
5,556388862616,95
5,643925479319,125
5,199753522658,96
5,600770885624,103
5,274761600136,113
5,129753980851,115
5,529831629045,133
5,144568875894,66
5,375276903331,62
5,113476782830,88
5,516286957430,62
5,400930079611,71
5,836900805029,136
5,523196696835,75
6,576518370019,75
6,364745567029,138
6,698718941817,92
6,919197823026,67
6,697814031389,129
6,336491915536,68
6,558886167633,58
6,377848719039,99
6,412348931569,90
6,749193678427,102
6,646511826677,124
6,902956788286,114
6,265444172694,56
6,264132323061,124
6,775611741635,107
6,836900805029,140
6,567657950596,131
6,398900612810,56
6,944472664850,56
6,899657914264,123
6,126834215166,60
6,629919786056,144
6,563144943925,117
6,127026679653,72
6,514254550616,116
6,172950643766,81
6,603333456348,51
6,316871031375,74
6,349330324726,105
6,381299535788,127
6,833663232208,139
6,566877828296,137
6,525199185853,53
6,67014520356,144
6,167742802915,96
6,140903716305,107
6,875125493289,137
6,187272692439,87
6,300475101700,103
6,425456990082,85
6,516286957430,128
6,642234808130,137
6,457459442332,101
6,547244118460,111
6,633320411611,132
6,805966823208,68
6,863129185304,65
6,384179652400,80
6,569219762080,83
6,414652410482,87
6,411067277447,55
6,450659382698,104
6,945012228482,54
6,518787417161,78
6,430946284790,137
6,284083366181,103
6,400930079611,87
6,173672457176,101
6,419446364450,132
6,578147508823,107
6,334425348148,141
6,334074319971,123
6,871701186034,144
6,904647940449,116
6,252522255166,137
6,375276903331,106
6,536851950801,60
6,308792010934,108
6,488529033803,99
6,608852371253,81
6,118389501460,73
6,508818965558,142
6,312237459250,128
6,322758894316,80
6,877194198700,55
6,590034051433,141
6,941976384328,117
6,482429892907,112
6,308440276732,77
6,925484684473,118
6,706236730898,125
6,721857506010,50
6,654563447110,93
6,816260222588,70
6,467986934495,55
6,294993047536,137
6,630929030795,67
6,227635917829,111
6,330700905340,141
6,380734371410,126
7,144568875894,139
7,199753522658,100
7,400930079611,120
7,877194198700,111
7,364745567029,147
7,702830548447,73
7,208174494479,66
7,590034051433,86
7,572878568883,80
7,139669412174,59
7,643925479319,135
7,716818652888,116
7,511511692317,81
7,108326062706,146
7,482340522139,142
7,518787417161,116
7,132186536765,136
7,916984241291,105
7,816260222588,141
7,933914210509,67
7,721857506010,129
7,578147508823,97
7,871701186034,59
7,412348931569,79
7,805966823208,118
7,509762284879,122
7,718971287692,141
7,999543417737,121
7,234646454745,137
7,740581174440,132
7,314482481265,51
7,118389501460,106
7,578705048123,94
7,103362565865,134
7,506298714832,65
7,589814450967,114
7,608852371253,110
7,398900612810,139
7,849681336901,122
7,803607788754,102
7,113476782830,141
7,839518983686,57
7,450659382698,68
7,159425007904,93
7,168074802141,101
7,567657950596,55
7,775611741635,90
7,986202008726,128
7,308440276732,134
7,140903716305,117
7,994411186239,83
7,945312847530,58
7,673737891943,54
7,377848719039,121
7,527453991710,123
7,770565227675,108
7,523196696835,87
7,904647940449,91
7,312237459250,150
7,339589987290,102
7,290827207620,86
7,893005812666,93
7,556388862616,101
7,129753980851,76
7,754664511022,68
7,126834215166,59
7,246144606961,123
7,786975743876,112
7,525199185853,66
7,654563447110,111
7,152614854189,137
7,300475101700,120
7,411067277447,50
7,741544174664,132
7,482429892907,91
7,294993047536,134
7,514254550616,139
7,388403878360,129
7,948543507361,126
7,776538360607,95
7,576518370019,93
7,875605607431,76
7,534109743798,120
7,636021875565,112
7,986065693858,112
7,696368469198,77
7,692492393712,135
7,629919786056,90
7,618570550236,137
7,167742802915,57
7,383476286895,131
7,187272692439,138
7,633320411611,131
7,863129185304,65
7,203262278452,57
7,765572003296,106
7,859109096191,94
7,894482053097,132
7,180531962334,103
7,444797600349,117
7,600770885624,150
7,554521191996,58
7,508818965558,93
7,467986934495,140
7,286243122717,112
7,207178796787,129
7,944472664850,112
7,409542246104,89
7,453357640486,137
7,117431954043,93
7,732970729968,125
7,488529033803,103
7,430946284790,118
7,495776106616,58
7,467615168772,97
7,205930062465,70
7,838962966418,122
7,473186595371,112
7,272121204465,131
7,349330324726,138
7,134390993040,123
7,722946564026,68
7,418604295928,137
7,516286957430,119
7,828509049873,105
7,176404904473,126
7,769357296879,52
7,284083366181,125
7,529831629045,110
7,833663232208,100
7,261188186216,130
7,549746556299,118
7,925173129386,120
7,173672457176,101
7,334425348148,109
7,400127531270,93
7,336491915536,111
7,568658660566,89
7,528771298719,107
7,172950643766,92
7,316871031375,80
7,557899454410,103
7,174237001203,140
7,379942304309,125
7,518329844939,148
7,875125493289,89
7,873640709962,74
8,547685258313,73
8,849681336901,116
8,516286957430,122
8,516495915668,86
8,945012228482,118
8,618570550236,82
8,506298714832,88
8,547244118460,98
8,919197823026,120
8,210526151030,90
8,108649313374,114
8,495776106616,134
8,139669412174,56
8,904647940449,62
8,173672457176,59
8,862174790606,126
8,384468659793,121
8,246144606961,110
8,873640709962,52
8,419481071217,59
8,554521191996,114
8,629919786056,91
8,999543417737,65
8,814141265887,56
8,140903716305,124
8,600770885624,61
8,786975743876,105
8,894482053097,90
8,144568875894,68
8,421337093409,86
8,706236730898,59
8,871701186034,104
8,534109743798,74
8,669515708071,113
8,334074319971,132
8,398900612810,146
8,132186536765,142
8,771137437634,104
8,692492393712,142
8,514254550616,72
8,453357640486,96
8,118389501460,96
8,286243122717,88
8,882152991390,101
8,467986934495,125
8,199753522658,125
8,113476782830,130
8,375276903331,102
8,167742802915,121
8,425456990082,82
8,660310920540,86
8,589814450967,74
8,490997846898,64
8,716818652888,69
8,373709485267,73
8,159425007904,59
8,312237459250,98
8,420756960291,147
8,444797600349,130
8,803607788754,144
8,389169531271,84
8,754664511022,63
8,457459442332,115
8,816260222588,123
8,590034051433,50
8,129753980851,119
8,578147508823,111
8,413227470171,131
8,916984241291,82
8,208174494479,130
8,944472664850,72
8,925173129386,147
8,899657914264,140
8,265444172694,95
8,749625390019,124
8,508818965558,100
8,722946564026,111
8,962728896848,130
8,308792010934,103
8,696368469198,119
8,536851950801,124
8,264132323061,72
8,203262278452,94
8,379942304309,87
8,718971287692,117
8,412348931569,89
8,775611741635,72
8,336491915536,68
8,511511692317,136
8,875125493289,113
8,833663232208,73
8,702421087613,53
8,558886167633,107
8,314482481265,122
9,590034051433,104
9,556388862616,128
9,868744054130,110
9,419446364450,58
9,732970729968,145
9,721857506010,120
9,453357640486,93
9,642234808130,138
9,873640709962,149
9,563144943925,103
9,572878568883,73
9,828509049873,74
9,925484684473,133
9,692492393712,110
9,749625390019,103
9,547244118460,143
9,896919583724,69
9,379942304309,127
9,549746556299,86
9,381299535788,96
9,421337093409,126
9,839518983686,110
9,803607788754,141
9,334074319971,104
9,261188186216,50
9,863129185304,111
9,996103067914,67
9,630929030795,118
9,919197823026,82
9,308792010934,129
9,698718941817,128
9,207178796787,150
9,486804801433,77
9,129753980851,77
9,654563447110,131
9,152614854189,126
9,741544174664,102
9,902956788286,101
9,312237459250,54
9,882152991390,67
9,578147508823,64
9,264132323061,130
9,418604295928,98
9,861348595761,94
9,511511692317,138
9,203262278452,134
9,518329844939,72
9,467986934495,118
9,227635917829,67
9,771137437634,97
9,962728896848,133
9,134390993040,71
9,986202008726,84
9,250617599940,81
9,899657914264,59
9,875605607431,71
9,495776106616,65
9,633320411611,53
9,349330324726,89
9,117431954043,124
9,649921994715,54
9,411067277447,112
9,643925479319,97
9,754664511022,50
9,154554749200,82
9,838962966418,85
9,679453075525,134
9,140903716305,113
9,126834215166,60
9,702421087613,73
9,568658660566,93
9,159425007904,75
9,308440276732,119
9,444797600349,130
9,199968033019,67
9,506298714832,59
9,457459442332,97
9,862174790606,103
9,529831629045,137
9,869112308003,118
9,400127531270,142
9,887528437482,65
9,945312847530,85
9,508818965558,54
9,286243122717,50
9,765572003296,124
9,527453991710,99
9,875125493289,111
9,578705048123,91
9,373709485267,61
9,718971287692,96
10,669515708071,84
10,996103067914,126
10,919197823026,96
10,933914210509,103
10,418604295928,88
10,300475101700,70
10,633320411611,81
10,557899454410,93
10,430946284790,139
10,246144606961,92
10,203262278452,51
10,419446364450,107
10,590034051433,125
10,925173129386,135
10,152614854189,98
10,290827207620,91
10,871701186034,120
10,578705048123,73
10,603333456348,88
10,547685258313,93
10,349330324726,100
10,265444172694,55
10,698718941817,87
10,722946564026,124
10,994411186239,77
10,103362565865,129
10,511511692317,133
10,336491915536,94
10,861348595761,50
10,264132323061,129
10,636021875565,72
10,732970729968,86
10,608852371253,126
10,334074319971,58
10,576518370019,110
10,67014520356,142
10,697814031389,74
10,210526151030,119
10,194144382996,74
10,435583017631,70
10,482429892907,51
10,482340522139,71
10,702830548447,50
10,473186595371,75
10,167742802915,51
10,113476782830,87
10,902956788286,130
10,894482053097,70
10,129753980851,150
10,986065693858,62
10,180531962334,90
10,375276903331,146
10,765572003296,68
10,859109096191,87
10,877194198700,72
10,330700905340,122
10,893005812666,145
10,400930079611,63
10,174237001203,61
10,467986934495,86
10,769357296879,60
10,261188186216,53
10,563144943925,105
10,741544174664,135
10,272121204465,148
10,709229053555,79
10,208174494479,69
10,899657914264,113
10,702421087613,98
10,836900805029,116
10,649921994715,102
10,528771298719,142
10,696368469198,78
10,805966823208,145
10,139669412174,128
10,776538360607,119
10,286243122717,148
10,679453075525,109
10,364745567029,66
10,308440276732,103
10,154554749200,64
10,572878568883,52
10,381299535788,68
10,486804801433,76
10,316871031375,82
10,646511826677,114
10,547244118460,92
10,108649313374,129
10,941976384328,91
10,514254550616,124
10,140903716305,107
10,127026679653,92
10,527453991710,63
10,868744054130,77
10,948543507361,108
10,979700065093,147
10,467615168772,60
10,549746556299,76
10,126834215166,110
10,569219762080,148
10,770565227675,99
10,986202008726,78
10,554521191996,100
10,495776106616,103
10,849681336901,141
10,716818652888,67
10,529831629045,69
10,457459442332,103
10,536851950801,121
10,450659382698,51
10,173672457176,110
10,629919786056,101
10,435122760857,58
10,379942304309,81
11,265444172694,95
11,923237099384,62
11,176404904473,50
11,294993047536,61
11,457459442332,92
11,563144943925,53
11,264132323061,69
11,425456990082,91
11,568658660566,82
11,600770885624,139
11,444797600349,52
11,134390993040,134
11,836900805029,63
11,786975743876,101
11,679453075525,72
11,246144606961,143
11,261188186216,126
11,194144382996,148
11,488529033803,123
11,419446364450,86
11,554521191996,50
11,139669412174,112
11,877194198700,92
11,132954606361,137
11,871701186034,148
11,803607788754,136
11,557899454410,142
11,187272692439,99
11,274761600136,100
11,482429892907,60
11,129753980851,64
11,381299535788,91
11,673737891943,128
11,453357640486,111
11,769357296879,146
11,375276903331,131
11,419481071217,88
11,411067277447,128
11,383476286895,123
11,775611741635,102
11,697814031389,140
11,508818965558,149
11,210526151030,121
11,925484684473,94
11,339589987290,69
11,250617599940,88
11,400127531270,142
11,945012228482,110
11,862174790606,94
11,979700065093,114
11,127026679653,106
11,67014520356,94
11,330700905340,91
11,636021875565,94
11,732970729968,63
11,421337093409,144
11,986202008726,66
11,509762284879,131
11,549746556299,106
11,939369924082,127
11,749625390019,76
11,174237001203,136
11,384468659793,135
11,199753522658,129
11,660310920540,125
11,547244118460,115
11,868744054130,70
11,173672457176,149
11,566877828296,71
11,893005812666,71
11,380734371410,146
11,669515708071,96
11,749193678427,142
11,882152991390,50
11,589814450967,79
11,754664511022,85
11,576518370019,87
11,152614854189,90
11,418604295928,82
11,899657914264,55
11,933914210509,135
12,384468659793,58
12,400127531270,141
12,849681336901,114
12,132954606361,123
12,765572003296,129
12,265444172694,120
12,549746556299,55
12,339589987290,102
12,108649313374,88
12,702421087613,77
12,877194198700,112
12,839518983686,126
12,139669412174,62
12,154554749200,50
12,740581174440,130
12,134390993040,75
12,642234808130,140
12,646511826677,120
12,557899454410,135
12,208174494479,102
12,904647940449,78
12,490997846898,95
12,979700065093,50
12,902956788286,76
12,203262278452,128
12,473186595371,71
12,180531962334,86
12,769357296879,70
12,419481071217,90
12,986202008726,63
12,482340522139,133
12,923237099384,138
12,430946284790,112
12,210526151030,102
12,893005812666,101
12,264132323061,115
12,118389501460,112
12,381299535788,84
12,692492393712,123
12,420756960291,84
12,509762284879,57
12,630929030795,59
12,330700905340,126
12,488529033803,126
12,948543507361,136
12,389169531271,53
12,608852371253,99
12,174237001203,64
12,816260222588,115
12,697814031389,141
12,554521191996,120
12,167742802915,106
12,833663232208,115
12,882152991390,132
12,754664511022,80
12,629919786056,83
12,444797600349,95
12,103362565865,115
12,414652410482,118
12,814141265887,147
12,828509049873,101
12,435122760857,106
12,419446364450,115
12,418604295928,142
12,511511692317,62
12,290827207620,142
12,986065693858,104
12,425456990082,60
12,706236730898,149
12,300475101700,94
12,516286957430,144
12,349330324726,101
12,933914210509,139
12,412348931569,106
12,227635917829,61
12,589814450967,85
12,578705048123,65
12,334425348148,116
12,312237459250,76
12,398900612810,116
12,409542246104,70
12,176404904473,143
12,859109096191,104
12,749193678427,142
12,649921994715,116
12,117431954043,63
12,373709485267,125
12,660310920540,50
12,871701186034,111
12,679453075525,83
12,568658660566,81
12,716818652888,94
12,514254550616,105
12,528771298719,78
12,173672457176,126
12,805966823208,148
12,336491915536,120
12,495776106616,116
12,750886611187,114
12,836900805029,139
12,721857506010,98
12,861348595761,93
12,603333456348,102
12,578147508823,147
12,527453991710,74
12,140903716305,59
12,168074802141,143
12,126834215166,123
12,896919583724,95
12,862174790606,146
12,547685258313,97
12,284083366181,51
12,939369924082,69
12,113476782830,138
12,925484684473,62
12,250617599940,99
12,749625390019,133
12,994411186239,72
12,547244118460,122
12,962728896848,98
12,411067277447,85
12,523196696835,58
12,558886167633,80
12,467615168772,73
12,709229053555,132
12,483738463713,111
12,207178796787,77
12,590034051433,89
12,421337093409,132
12,838962966418,84
12,875605607431,50
12,172950643766,52
12,654563447110,128
12,246144606961,60
12,952550789390,96
12,349435998924,141
12,384179652400,77
12,899657914264,73
12,982079076090,53
13,421337093409,85
13,882152991390,50
13,769357296879,56
13,144568875894,143
13,284083366181,126
13,294993047536,84
13,557899454410,94
13,939369924082,142
13,252522255166,66
13,518787417161,120
13,945012228482,73
13,308792010934,85
13,718971287692,123
13,339589987290,115
13,642234808130,134
13,630929030795,119
13,384468659793,71
13,902956788286,52
13,944472664850,98
13,189470486214,86
13,629919786056,88
13,771137437634,65
13,316871031375,125
13,210526151030,125
13,649921994715,54
13,334425348148,102
13,384179652400,148
13,765572003296,132
13,118389501460,51
13,132186536765,83
13,732970729968,93
13,377848719039,145
13,314482481265,141
13,336491915536,136
13,833663232208,70
13,962728896848,77
13,272121204465,116
13,986065693858,140
13,894482053097,70
13,334074319971,111
13,453357640486,116
13,490997846898,103
13,400127531270,108
13,373709485267,112
13,261188186216,134
13,803607788754,66
13,716818652888,105
13,203262278452,66
13,871701186034,79
13,941976384328,58
13,979700065093,135
13,875605607431,69
13,467986934495,115
13,516286957430,63
13,154554749200,145
13,528771298719,64
13,518329844939,90
13,172950643766,90
13,516495915668,62
13,836900805029,65
13,265444172694,91
13,556388862616,124
13,534109743798,94
13,495776106616,66
13,919197823026,94
13,740581174440,132
13,194144382996,138
14,979700065093,85
14,208174494479,86
14,875605607431,135
14,882152991390,100
14,962728896848,133
14,939369924082,62
14,430946284790,136
14,816260222588,90
14,618570550236,74
14,272121204465,140
14,706236730898,119
14,284083366181,56
14,528771298719,126
14,380734371410,90
14,869112308003,118
14,986065693858,115
14,567657950596,98
14,250617599940,92
14,381299535788,136
14,948543507361,103
14,316871031375,58
14,750886611187,136
14,896919583724,147
14,732970729968,127
14,290827207620,90
14,495776106616,107
14,425456990082,128
14,252522255166,107
14,108326062706,87
14,839518983686,53
14,836900805029,129
14,473186595371,55
14,941976384328,108
14,986202008726,102
14,589814450967,110
14,952550789390,50
14,180531962334,105
14,722946564026,146
14,227635917829,121
14,923237099384,96
14,126834215166,141
14,172950643766,65
14,904647940449,67
14,457459442332,93
14,398900612810,111
14,168074802141,98
14,108649313374,84
14,925484684473,134
14,646511826677,72
14,409542246104,83
14,514254550616,146
14,873640709962,135
14,894482053097,75
14,518787417161,59
14,118389501460,54
15,172950643766,131
15,383476286895,95
15,706236730898,106
15,317663070530,135
15,642234808130,134
15,290827207620,72
15,205930062465,52
15,633320411611,119
15,467986934495,150
15,754664511022,64
15,483738463713,102
15,528771298719,93
15,336491915536,76
15,941976384328,62
15,322758894316,65
15,576518370019,115
15,506298714832,125
15,134390993040,116
15,839518983686,70
15,882152991390,126
15,518787417161,140
15,414652410482,111
15,828509049873,89
15,863129185304,136
15,986065693858,57
15,558886167633,149
15,516286957430,79
15,364745567029,96
15,740581174440,149
15,453357640486,141
15,871701186034,62
15,529831629045,133
15,381299535788,148
15,308440276732,79
15,887528437482,143
15,536851950801,56
15,252522255166,93
15,722946564026,72
15,389169531271,124
15,286243122717,136
15,534109743798,137
15,349435998924,147
15,893005812666,121
15,339589987290,68
15,144568875894,113
15,894482053097,125
15,578147508823,81
15,568658660566,80
15,420756960291,147
15,749193678427,123
15,199968033019,50
15,556388862616,111
15,334425348148,73
15,203262278452,102
15,168074802141,96
15,925173129386,147
15,916984241291,148
15,511511692317,133
15,923237099384,93
15,636021875565,60
15,234646454745,99
15,600770885624,68
15,486804801433,56
15,547244118460,107
15,349330324726,149
15,312237459250,144
15,373709485267,140
15,962728896848,83
15,457459442332,137
15,384468659793,59
15,425456990082,76
15,435583017631,53
15,646511826677,107
15,994411186239,94
15,919197823026,81
15,702830548447,115
15,944472664850,117
15,308792010934,110
15,547685258313,81
15,173672457176,64
15,557899454410,107
15,400930079611,121
15,649921994715,140
15,939369924082,91
15,750886611187,149
15,716818652888,101
15,877194198700,81
15,696368469198,92
15,589814450967,61
15,945012228482,64
15,948543507361,117
15,523196696835,91
15,409542246104,78
15,643925479319,72
15,284083366181,86
15,554521191996,67
15,996103067914,68
15,314482481265,120
15,413227470171,76
15,875605607431,52
15,578705048123,64
15,673737891943,127
15,334074319971,131
15,488529033803,105
15,316871031375,125
15,836900805029,140
15,945312847530,106
15,982079076090,118
15,473186595371,118
15,899657914264,100
16,152614854189,57
16,698718941817,71
16,444797600349,118
16,388403878360,145
16,572878568883,55
16,297083512852,85
16,996103067914,58
16,308792010934,67
16,696368469198,52
16,414652410482,67
16,317663070530,145
16,286243122717,125
16,488529033803,73
16,523196696835,84
16,525199185853,94
16,534109743798,82
16,339589987290,82
16,528771298719,118
16,706236730898,87
16,608852371253,90
16,430946284790,63
16,603333456348,84
16,567657950596,71
16,134390993040,81
16,861348595761,91
16,187272692439,134
16,514254550616,55
16,654563447110,120
16,419481071217,89
16,381299535788,80
16,697814031389,140
16,692492393712,113
16,384468659793,127
16,986065693858,125
16,117431954043,125
16,380734371410,81
16,578705048123,132
16,765572003296,143
16,322758894316,129
16,871701186034,146
16,400930079611,96
16,412348931569,149
16,511511692317,58
16,127026679653,119
16,126834215166,89
16,862174790606,138
16,139669412174,111
16,290827207620,117
16,999543417737,109
16,590034051433,110
16,308440276732,67
16,482340522139,148
16,207178796787,148
16,776538360607,137
16,194144382996,70
17,252522255166,96
17,814141265887,100
17,882152991390,114
17,146051347589,94
17,418604295928,99
17,608852371253,97
17,836900805029,129
17,419481071217,132
17,205930062465,77
17,349330324726,72
17,754664511022,65
17,996103067914,120
17,207178796787,150
17,692492393712,57
17,398900612810,84
17,718971287692,120
17,923237099384,54
17,636021875565,118
17,589814450967,141
17,117431954043,52
17,364745567029,112
17,316871031375,127
17,203262278452,74
17,234646454745,94
17,388403878360,132
17,349435998924,112
17,948543507361,148
17,716818652888,71
17,999543417737,112
17,600770885624,85
17,939369924082,140
17,294993047536,51
17,381299535788,93
17,769357296879,116
17,702421087613,118
17,132186536765,84
17,887528437482,105
17,679453075525,86
17,516286957430,111
17,199753522658,101
17,706236730898,52
17,523196696835,125
17,152614854189,121
17,300475101700,100
17,528771298719,73
17,549746556299,115
17,893005812666,132
17,509762284879,146
17,945012228482,144
17,633320411611,101
17,556388862616,138
17,208174494479,50
17,925484684473,130
17,642234808130,132
17,979700065093,61
17,869112308003,59
17,308792010934,51
17,290827207620,147
17,483738463713,140
17,284083366181,126
17,176404904473,90
17,673737891943,86
17,140903716305,87
17,421337093409,77
17,482429892907,58
17,547685258313,148
17,286243122717,108
17,379942304309,63
17,732970729968,105
17,572878568883,139
17,413227470171,96
17,126834215166,128
